,Critical_Thinking,Instructing,Management_of_Financial_Resources,Mathematics,Quality_Control_Analysis,Service_Orientation,Speaking,Technology_Design
0,0.5731559110601261,10.324638879758819,0.38573113913051515,1.285000678019925,-0.002362555835196324,1.5398234815164809,0.5152117781060718,-0.04476307057937538
1,1.9453218234461331,6.438564000868518,0.4960800973845488,0.8666953725588455,1.2575744030629683,2.1524536936861454,0.7448730627149988,0.1008500109827063
2,-0.3118505058042215,4.445321635830227,-0.38006404104205543,-0.09495215032178868,-0.2922912310361944,-0.0584263149009085,-0.3575011034078508,-0.3411897009021845
3,12.987603721937077,10.363093716383352,10.468701011402695,10.801446377259486,11.567939204500929,9.654758058489417,5.93521809487675,10.51391883173776
4,-0.29561185595349954,0.010197145134094168,-0.3707575023941249,-0.07903836152707369,-0.3119777460189782,-0.37730323921634895,-0.3575011034078508,-0.2874515398495115
5,2.075231022251909,2.4520792707919363,2.063567106800279,1.5964562587164897,1.472336384693337,2.016206280569548,2.0539423849858824,1.1496108960429374
6,-0.1494640072970018,3.454041402842267,-0.2191938729849703,0.15284827519591612,0.04416920685138361,0.33292263766804114,-0.03597530495535299,-0.07943285190368055
7,3.4879935592647207,3.3215858544688754,4.281182316050016,4.788307611256467,3.174325089114011,3.9806813930946703,2.9955536518824832,4.978888243312442
8,5.20929044344125,6.498382635617792,8.195246570265375,9.319190620951748,7.772021179184159,6.99938294328084,3.546740734943908,11.318257758461641
9,2.611106467325734,4.003091014648098,2.7110362955920184,2.755889442331439,2.0521937350953334,4.159445729453326,3.5237746064830153,1.893277705449283
10,1.4987589525512788,2.1764862749827834,1.4998567658399147,1.9761137913904043,1.6190904054740893,1.378452431938667,0.5152117781060718,1.2934904885388037
11,4.283687401950098,4.757233088451438,4.847551668052645,3.726630558809053,4.872734427174179,4.467693422958252,2.559197211125522,4.405103362395192
12,1.1902246053875611,0.982249959809788,0.4694899869618901,0.5757003774554857,0.5828638441075591,0.8498897725430733,0.8826698334803549,0.6677009356350957
13,-0.2631345562520556,0.29006290056819506,-0.022427055857295902,-0.13814671990744362,-0.2958705973967006,-0.27874128079157645,-0.3575011034078508,-0.31345387584274037
14,1.994037772998299,5.8617414515005235,2.0356474908564874,2.423973276041669,1.468757018332831,3.34872530672407,3.0414859088042685,1.0525355083348829
15,0.28897953867249154,0.6233381513141473,0.31659685203160254,0.24378421116571602,0.13544304904429041,0.46723746336454486,0.2855504934971448,0.6035618401851311
16,0.5244399615079602,0.43320034800395657,0.3139378409893367,0.20058964158006107,0.37347091201794935,0.7474626392781136,-0.05894143341624569,0.5238213431392292
17,1.5231169273273617,0.7622028391249607,0.7340615856673441,0.5552397918622808,1.4114871565647327,3.9111082459713016,0.9975004757848184,0.07311418592326216
18,4.5516251244870105,3.956090658773669,5.4936913513232515,5.774962516528796,4.763563753178741,4.902525592479307,4.373521359536046,4.867944943074665
19,0.3945307627021844,0.6468383292513618,0.4282753158067691,0.33017335033702594,0.2070303762544134,0.39669802253112924,0.3314827504189302,0.36607383811364075
20,0.7842583591195118,0.8989311471233,0.73672059670961,0.8280475997716805,0.23208594077795644,0.9494180246778926,0.653008548871428,0.42501246636495954
21,1.1658666306114782,1.9008932791736306,1.4932092382342501,1.7010325850817596,1.518868147379917,1.7340485172358855,1.640552072689814,1.7493981129534166
22,0.8816902582238436,0.8391125123740265,1.067767471471711,1.2281657180388001,0.9998600251065255,0.5203836174171182,0.8137714480976768,0.7561088780120738
23,-0.04391278326730894,1.1446148255578161,-0.20988733433703977,-0.07903836152707369,-0.12943006163316462,-0.10577470669320117,-0.3575011034078508,-0.2753171163860047
24,1.7342193753867474,3.4390867441549484,3.1737042169462804,4.1381156690723975,2.3725470243606335,3.1129496414726536,3.2252149364914104,3.4430169306457237
25,-0.01955480849122598,0.34347239588004636,-0.05566469388561928,-0.24954324147044854,-0.16701340841847917,-0.016875685368896564,-0.1508059472598165,-0.2735836273197894
26,0.08599641553846686,1.2065698401195635,0.1065349796925988,0.14602807999818113,0.0728041377354328,0.2295292106930347,-0.26563658956428,-0.15743985988336714
27,0.4838433368811553,0.8220214738742341,0.900249775808961,0.293798975949106,0.2714589707435241,0.6199118695519374,-0.013009176494460291,0.16498910643267084
28,0.2646215638964086,0.8092031949993898,0.5957930114695189,0.4279294815045609,0.45042728876883154,1.3253062778860936,0.8367375765585695,0.2689984504055863
29,0.9060482329999267,1.2129789795569856,1.2366146726555935,1.4373183707693398,1.3595863443373934,1.3137107533655321,0.2855504934971448,1.2172169696253323
30,2.5136745682214023,6.43429124124357,5.053625023828251,6.077324503628381,2.982828988826932,2.6916455838922535,2.008010128064097,7.263626832584152
31,3.4717549094139986,1.9478936350480598,1.8787658393628013,2.396692495250729,2.479928015175818,2.3205887992342866,2.421400440360166,0.8323823969255452
32,0.5893945609108481,0.860476310498767,1.2831473658952464,1.335015442803315,0.9443798465186801,0.5938219393806742,0.5841101634887499,1.8620749022574083
33,0.5975138858362091,1.633845802614374,1.1581738469087504,1.1554169692629603,1.0517608373338647,0.9900023604998578,0.7448730627149988,1.0369341067389455
34,0.07787709061310587,0.07428853950831574,0.037400692593686176,0.045998550431401206,-0.1097435466503808,-0.04683079038034703,-0.05894143341624569,0.3019347426636762
35,-0.4174017298339144,1.8581656829241495,-0.3295428312390039,-0.2677304286644085,-0.20459675520379375,-0.2661794625609682,-0.3575011034078508,-0.3775929712927049
36,1.8722478991178841,2.2277593904821607,2.833350803536249,2.764983035928419,2.5676224910082186,2.786342367476839,1.5716536873071358,2.598807755398893
37,-0.10886738267019684,-0.2696686103000067,-0.1965922791257104,-0.12450632951197364,-0.004152239015449399,-0.2362243575495177,0.009956951966432408,-0.10716867696312467
38,9.999692149404234,8.741581438715547,9.554001212863236,9.678387568032457,13.114225472239585,9.592915261046423,6.256743893329247,8.816833035913023
39,-0.3524471304310265,-0.24616843236279212,-0.4013361293801824,-0.36321316143269844,-0.38177539004884814,-0.33092114113410304,-0.31156884648606537,-0.33945621183596925
40,0.5487979362840432,4.026591192585313,0.8231384555832507,0.9553579101294004,0.8477369547850141,0.6981816600657275,0.1247875942708959,1.0698703989970355
41,0.8086163338955947,1.2621157152438889,0.7792647733858639,0.9258037309392154,0.5434908141419914,1.131081242166689,2.008010128064097,0.6694344247013109
42,2.1401856216547968,2.28544164541896,3.774640712498367,2.580837765589574,3.7362856077134765,2.372768659576813,1.0204666042457111,1.5153770890143567
43,1.1333893309100342,1.349707287555325,1.4998567658399147,0.6961904926154706,0.940800480158174,1.9050825039141672,1.2960601457764236,0.8358493750579756
44,0.07787709061310587,0.614792632064251,1.4878912161497184,0.35290733432947596,0.2965145352670671,0.7097771845862889,0.05588920888821781,0.2776658957366626
45,0.7355424095673458,1.4095259223045986,0.7234255414982806,5.620371425380136,0.8137329743602058,0.46143970110426413,0.009956951966432408,3.332073630407947
46,5.460989516127441,5.381055993693862,11.77028691659184,6.95030948893846,7.299544819597348,5.803111330242915,4.718013286449436,4.516046662632968
47,-0.4174017298339144,-0.33162362486175423,-0.41064266802811294,-0.43823530860778337,-0.3853547564093543,-0.3792358266364425,-0.3575011034078508,-0.36892552596162864
48,0.0048031662848569846,0.7322935217503239,0.307290313383672,0.0664591360246062,-0.059632417603294706,0.04206823094395758,-0.26563658956428,-0.023961201784792285
49,1.417565703297669,0.9138858058106184,1.0797330211619072,1.207705132445595,0.772570261214385,1.0054630598606065,0.4922456496451791,1.1357429835132153
50,0.5487979362840432,0.9950682386846323,0.9414644469640819,0.6734565086230206,0.9962806587460193,1.351396208057357,1.8242811003769557,0.7543753889458585
51,0.49196266180651627,0.45242776631622306,0.2115659158621007,0.32335315513929097,0.3072526343485856,0.7320019399173651,0.9745343473239257,0.1736565517637471
52,4.22685212747257,0.40542741044179387,0.5585668568777967,0.6098013534441608,0.32872883251162244,0.7078445971661953,0.5611440350278571,0.5532906572648886
53,0.07787709061310587,0.042242842321204954,0.032082670509154435,0.14375468159893612,0.17123671264935192,0.3213271131474797,0.0788553373491105,-0.013560267387500737
54,0.678707135089819,-0.1393494417390895,0.021446626340090955,0.12556749440497614,0.23924467349896875,-0.004313867138288303,-0.2197043326424946,-0.15570637081715188
55,-0.09262873281947487,-0.08593994642723819,-0.018438539293897098,0.07782612802083118,0.024482691868599794,-0.13186463686446448,0.3314827504189302,0.06271325152597061
56,0.1184737152399108,0.09137957800810816,0.013469593213293345,0.257424601561186,0.03880015731062439,0.5947882330907209,0.032923080427325106,-0.01876073458614651
57,1.4744009777751959,1.1723877631199786,1.2618752775571194,1.34638243479954,0.9479592128791863,1.3224073967559533,0.6070762919496426,0.7873116812039485
58,-0.2631345562520556,-0.3038506872995915,-0.28433964352048413,-0.30865159985081847,-0.12585069527265846,-0.21303330850839478,-0.31156884648606537,-0.3117203867765251
59,-0.22253793162525068,-0.3658057018613391,-0.31225925946427574,-0.3131983966493085,-0.29050154785594134,-0.3599099524355067,-0.31156884648606537,-0.20251057560496386
60,0.9385255327013706,2.445670131354514,1.3802012689379506,1.9715669945919143,0.989121926025007,1.580407817338446,0.9975004757848184,2.1429001309842803
61,0.012922491210217973,-0.05389424924012741,0.1477496508477198,0.29152557754986097,0.22492720805694413,0.13579872081849614,0.1477537227317886,0.4042105975703764
62,-0.4092824049085534,-0.42562433661061255,-0.4239377232394423,-0.4314151134100484,-0.34956109280429276,-0.4101572253579398,-0.3575011034078508,-0.3117203867765251
63,-0.3362084805803045,-0.23762291311289593,-0.20855782881590681,-0.3268387870447785,-0.13837847753443,-0.2758423996614361,0.009956951966432408,-0.22851291159819273
64,0.10223506538918883,0.5037008818156002,0.3046313023414061,0.293798975949106,0.33588756523263474,0.3348552250881347,-0.2197043326424946,0.62956417617836
65,0.9385255327013706,2.6443534539146007,1.1608328579510163,1.9442862138009744,1.0517608373338647,0.5474398412984283,0.0788553373491105,8.168508125148517
66,0.5082013116572383,1.0506141138089578,1.5663320418965614,1.316828255609355,0.7153003994462866,0.6150804010017036,0.4922456496451791,1.456438460763038
67,0.29709886359785254,0.08710681838316006,0.3431869624542613,0.12102069760648614,0.4701138037516154,0.2672146653848595,0.3544488788798229,0.5966278839202701
68,0.24026358912032564,0.07001577988336764,0.510704658117011,0.8007668189807405,0.6472924385966697,0.47593410675496595,0.6300424204105353,0.7266395638864144
69,-0.43364037968463637,-0.4363062356729828,-0.4265967342817082,-0.45414909740249837,-0.39967222185137885,-0.42078645616845445,-0.3575011034078508,-0.3897273947562117
70,2.3594073946395433,1.9329389763607414,1.9705017203209738,2.0852369145541645,1.8213246048426868,1.4770143903634396,1.7783488434551702,2.0354238088789343
71,-0.22253793162525068,-0.05816700886507551,-0.25509052205555954,-0.1790678910938536,-0.34956109280429276,-0.1917748468873654,-0.2886027180251727,-0.3013194523792336
72,7.206644375080053,3.4476322634048446,4.473960616614291,6.009122551651031,6.114774554269813,3.5361862864731473,5.246234241049968,3.3355406085403776
73,-0.3605664553563875,-0.18207703798857056,-0.28168063247821823,-0.2700038270636535,-0.2922912310361944,-0.3299548474240563,-0.31156884648606537,-0.24931478039277583
74,0.09411574046382785,0.19392580900686268,0.23017899315796178,2.8672859638944437,0.10501843497998815,-0.18211190978689754,-0.26563658956428,1.9366149321046644
75,2.221378870908407,2.447806511166988,2.314843650294404,1.2031583356471052,2.5031938965191083,2.9119605497829215,1.939111742681419,1.2328183712212697
76,0.15907033986671576,0.7002478245632131,0.48278504217321944,0.24151081276647104,0.13365336586403734,0.22083256730261358,-0.1048736903380311,0.13031932510836566
77,-0.060151433118030916,-0.10944012436445277,0.11451201281939641,0.255151203161941,0.13186368268378426,0.23532697295331542,0.1477537227317886,0.33313754585555083
78,-0.43364037968463637,-0.40212415867339796,-0.4199492066760435,-0.4450555038055184,-0.3978825386711258,-0.4082246379378462,-0.3575011034078508,-0.3897273947562117
79,1.279537179566532,1.2407519171191483,1.1887524738948079,0.8871559581520505,1.3810625425004304,1.2847219420641285,1.3649585311591017,0.7023707169594008
80,1.9453218234461331,0.5763377954397181,0.9733725794712724,1.6055498523134697,0.8602647370467856,0.5686983029194577,0.1018214658100032,1.3472286495914767
81,1.7017420756853034,3.654861105214828,4.447370506191632,2.744522450335214,2.692900313625934,3.9536251692133604,2.7429262388126636,2.1429001309842803
82,-0.060151433118030916,0.2152896071316032,-0.1779792018298493,-0.22226246067950856,-0.11332291301088694,-0.15119051106540027,-0.05894143341624569,-0.21984546626711643
83,-0.29561185595349954,-0.21198635536320729,-0.3587919527039285,-0.32456538864553347,-0.3674579246068235,-0.06422407716118923,-0.1508059472598165,-0.3498571462332608
84,0.08599641553846686,0.6083834926268289,0.40434421642637625,0.7575722493950856,-0.066791150324307,0.44018123948323473,0.30851662195803753,0.46661620395412573
